ASV.ID	Taxon
0363849d5f1e19bea728d673694f54a1	Eukaryota;Stramenopiles;Ochrophyta;Bacillariophyta;Bacillariophyta_X;Raphid-pennate;Pseudo-nitzschia;Pseudo-nitzschia_sp.;
feae6f236d4480e41784d54183d3da85	Eukaryota;Archaeplastida;Chlorophyta;Mamiellophyceae;Mamiellales;Mamiellaceae;Micromonas;Micromonas_bravo_B1;
b471698dc2ccb7ab60b6f8833e441331	Eukaryota;Stramenopiles;Ochrophyta;Bacillariophyta;Bacillariophyta_X;Radial-centric-basal-Coscinodiscophyceae;Guinardia
1284c4ce4640b0a28e601de85009c1d6	Eukaryota;Hacrobia;Cryptophyta;Cryptophyceae;Cryptomonadales;Cryptomonadales_X;Plagioselmis;Plagioselmis_prolonga;
35ce44b3ea1aed33b70cba7fb8550a92	Eukaryota;Alveolata;Ciliophora;Spirotrichea;Strombidiida;Strombidiidae_R;Strombidium_R;Strombidium_R_sp.;
75ca1c46f94d14d023cd1e30d5b606b3	Eukaryota;Stramenopiles;Ochrophyta;Bacillariophyta;Bacillariophyta_X;Raphid-pennate
14f9e2995dda9101e113623e16576aea	Eukaryota;Hacrobia;Haptophyta;Prymnesiophyceae;Prymnesiales;Prymnesiaceae;Haptolina
aca3c632397ea8de01d924266a3d5737	Eukaryota;Stramenopiles;Ochrophyta;Chrysophyceae;Chrysophyceae_X;Chrysophyceae_Clade-F;Paraphysomonas;Paraphysomonas_butcheri;
8bfb6f2f0e0c85822e5e4372a9e3568b	Eukaryota;Stramenopiles;Ochrophyta;Bacillariophyta;Bacillariophyta_X;Radial-centric-basal-Coscinodiscophyceae;Rhizosolenia;Rhizosolenia_delicatula;
f84f5acce29b74c8aa022e10aa01839f	Eukaryota;Archaeplastida;Chlorophyta;Mamiellophyceae;Mamiellales;Mamiellaceae;Micromonas;Micromonas_bravo_B2;
b36d7bbb293c77f317e9d254198b53a7	Eukaryota;Alveolata;Ciliophora;Spirotrichea;Choreotrichida;Strombidinopsidae;Strombidinopsis;Strombidinopsis_acuminata;
702ef10a291251930e3a0de211e8bfd8	Eukaryota;Alveolata;Dinoflagellata;Dinophyceae;Gymnodiniales;Gymnodiniaceae
cc5de7f7b33e17dbf08a1fd216ed5bb7	Eukaryota;Alveolata;Dinoflagellata;Dinophyceae;Gymnodiniales;Gymnodiniaceae;Polykrikos;Polykrikos_kofoidii;
72a1ac125e420f83e86d498d04c8d316	Eukaryota;Alveolata;Dinoflagellata;Dinophyceae;Gymnodiniales;Gymnodiniaceae;Gymnodinium;Gymnodinium_sp.;
cd18a86922763279a5ad28c9bade1bce	Eukaryota;Hacrobia;Cryptophyta;Cryptophyceae;Cryptomonadales;Cryptomonadales_X;Teleaulax;Teleaulax_acuta;
1e28313b97e0d4c0909071d488eb4853	Eukaryota;Stramenopiles;Ochrophyta;Bacillariophyta;Bacillariophyta_X;Radial-centric-basal-Coscinodiscophyceae;Leptocylindrus;Leptocylindrus_convexus;
59ae172b74c506d8e0d5f0d957f50033	Eukaryota;Stramenopiles;Ochrophyta;Chrysophyceae;Chrysophyceae_X;Chrysophyceae_Clade-H;Chrysophyceae_Clade-H_X;Chrysophyceae_Clade-H_X_sp.;
5c2f8aad7d1f474eb466dbd27725c4eb	Eukaryota;Alveolata;Dinoflagellata;Dinophyceae
13e6c244d11597ecce6ae6745d64b767	Eukaryota;Alveolata;Dinoflagellata;Dinophyceae;Gymnodiniales;Warnowiaceae;Proterythropsis;Proterythropsis_sp.;
77859fd64f8c648abcc52a5cbddec1bd	Eukaryota;Hacrobia;Cryptophyta;Cryptophyceae;Cryptomonadales;Cryptomonadales_X;Teleaulax
bdf63919ff83689718b67ee1a4506378	Eukaryota;Alveolata;Ciliophora;Phyllopharyngea;Cyrtophoria_1;PHYLL_4;PHYLL_4_X;PHYLL_4_X_sp.;
b80348a285e91ebceeef54bd6c5c5ad4	Eukaryota;Stramenopiles;Ochrophyta;Chrysophyceae;Chrysophyceae_X;Chrysophyceae_Clade-H;Chrysophyceae_Clade-H_X;Chrysophyceae_Clade-H_X_sp.;
ca27fb1f416bf0c79684d5fd3ea55c9c	Eukaryota;Alveolata;Dinoflagellata;Dinophyceae;Gymnodiniales;Gymnodiniaceae;Gyrodinium;Gyrodinium_helveticum;
3d49a92db1a7ed380c0dde2db0577b5d	Eukaryota;Hacrobia;Cryptophyta;Cryptophyceae;Cryptomonadales;Cryptomonadales_X;Teleaulax;Teleaulax_sp.;
8e76dc218a953334a3ae9b5043fbc65d	Eukaryota;Alveolata;Ciliophora;Spirotrichea;Strombidiida
3134a395085eab74232c846ea5df70a2	Eukaryota;Opisthokonta;Metazoa;Mollusca;Bivalvia;Heteroconchia
e3281f5a939c5144099c616f653e5214	Eukaryota;Rhizaria;Cercozoa;Chlorarachniophyceae;Chlorarachnida;Chlorarachnida_X
1eeb5f688a801197a84681687f8a1d11	Eukaryota;Stramenopiles;Ochrophyta;Bacillariophyta;Bacillariophyta_X;Polar-centric-Mediophyceae;Thalassiosira;Thalassiosira_concaviuscula;
9e6d60e28779104237f0f7d552d180ea	Eukaryota;Hacrobia;Haptophyta;Prymnesiophyceae;Prymnesiales
b8628d662061fe25eb022ab241c1e48d	Eukaryota;Stramenopiles;Ochrophyta;Bacillariophyta;Bacillariophyta_X;Raphid-pennate;Pseudo-nitzschia;Pseudo-nitzschia_sp.;
371f140ffed53a5dfda419455c16ddd4	Eukaryota;Alveolata;Ciliophora;CONThreeP;CONThreeP_X;Urotrichidae;Urotricha;Urotricha_sp.;
92f8b9908829898621c3933d4f518974	Eukaryota;Stramenopiles;Ochrophyta;Bacillariophyta;Bacillariophyta_X;Radial-centric-basal-Coscinodiscophyceae;Leptocylindrus;Leptocylindrus_aporus;
15ef9a391062141c3b600c929dc56490	Eukaryota;Alveolata;Ciliophora;Spirotrichea;Strombidiida;Strombidiidae_I;Strombidiidae_I_X;Strombidiidae_I_X_sp.;
2c30506ba8cd87cdd45d2305c625b85d	Eukaryota;Hacrobia;Haptophyta;Prymnesiophyceae;Syracosphaerales
967ae8812db9e9ef190392d817e49c5d	Eukaryota;Stramenopiles;Ochrophyta;Bacillariophyta;Bacillariophyta_X;Polar-centric-Mediophyceae;Cerataulina;Cerataulina_pelagica;
a5ef46a24f969468b8106e84ebec709b	Eukaryota;Hacrobia;Haptophyta;Prymnesiophyceae;Prymnesiales;Chrysochromulinaceae;Chrysochromulina;Chrysochromulina_sp.;
2477103b1fa807ad4e0260b9636fc5ee	Eukaryota;Alveolata;Dinoflagellata;Dinophyceae;Dinophyceae_X;Tovelliaceae;Woloszynskia
273dc4d2f009586eefeb0257d3dacd8c	Eukaryota;Stramenopiles;Ochrophyta;Bacillariophyta;Bacillariophyta_X;Polar-centric-Mediophyceae;Eucampia
9099735c70d13ffe5afd4a5e2a56e7b4	Eukaryota;Hacrobia;Haptophyta;Prymnesiophyceae;Prymnesiales;Chrysochromulinaceae;Chrysochromulina;Chrysochromulina_sp.;
2ca237d09bfe609078949fa844e0f01c	Eukaryota;Alveolata;Ciliophora;Spirotrichea;Strombidiida;Tontoniidae_B;Pseudotontonia
8b9774e1a7c21dbf5aafd03b31edf2e4	Eukaryota;Stramenopiles;Ochrophyta;Bacillariophyta;Bacillariophyta_X;Polar-centric-Mediophyceae;Thalassiosira
22aaecae650b303e9d43eaa255c43370	Eukaryota;Stramenopiles;Ochrophyta;Bacillariophyta;Bacillariophyta_X;Polar-centric-Mediophyceae
ac59b71bc79f5162d53d06d9f71a0f97	Eukaryota;Alveolata;Dinoflagellata;Dinophyceae;Gymnodiniales;Gymnodiniaceae;Margalefidinium;Margalefidinium_fulvescens;
43bc96ec139c466d5c732bd8e60f9371	Eukaryota;Alveolata;Dinoflagellata;Dinophyceae;Gonyaulacales;Ceratiaceae;Tripos;Tripos_furca;
73fce3402445fec264f1f11fbd95d5b2	Eukaryota;Hacrobia;Haptophyta;Prymnesiophyceae;Prymnesiales;Chrysochromulinaceae;Chrysochromulina;Chrysochromulina_sp.;
d277dfea6cdc4847d899e7e4bb546a6d	Eukaryota;Alveolata;Dinoflagellata;Dinophyceae;Peridiniales;Heterocapsaceae;Heterocapsa;Heterocapsa_triquetra;
d7d950d3338cdfd5cc0f5d2598abfd81	Eukaryota;Alveolata;Dinoflagellata;Dinophyceae;Gymnodiniales;Gymnodiniaceae;Akashiwo;Akashiwo_sanguinea;
745303c4f57012d5dc05b8a4e19f6bc6	Eukaryota;Alveolata;Dinoflagellata;Dinophyceae;Gymnodiniales;Gymnodiniaceae;Gyrodinium
5fbe15bc45662f5b5b36777d657746b2	Eukaryota;Alveolata;Dinoflagellata;Dinophyceae
c11a2f75f93293e1534c25abe42bd02f	Eukaryota;Alveolata;Dinoflagellata;Dinophyceae;Torodiniales;Torodiniaceae;Torodinium
8a76db0562f24859a5a92100992fe610	Eukaryota;Hacrobia;Haptophyta;Prymnesiophyceae;Prymnesiales;Chrysochromulinaceae;Chrysochromulina;Chrysochromulina_sp.;
a6d33cd9bb7a38e794ffe0bcd8c27075	Eukaryota;Alveolata;Ciliophora;Spirotrichea;Strombidiida;Strombidiidae_R;Strombidium_R;Strombidium_paracapitatum;
7a226cafd603274e15c14d4e120bec14	Eukaryota;Stramenopiles;Ochrophyta;Bacillariophyta;Bacillariophyta_X;Polar-centric-Mediophyceae;Chaetoceros;Chaetoceros_muellerii;
9f4842331c6a1e770e1efc9e25081e59	Eukaryota;Rhizaria;Cercozoa;Filosa-Imbricatea;Filosa-Imbricatea_X;Novel-clade-2;Novel-clade-2_X;Novel-clade-2_X_sp.;
598f0b153176acc7e26723c12aed8ea3	Eukaryota;Stramenopiles;Ochrophyta;Chrysophyceae;Chrysophyceae_X;Chrysophyceae_Clade-G;Chrysophyceae_Clade-G_X;Chrysophyceae_Clade-G_X_sp.;
b352e47d8507b82d90435da1b02e856b	Eukaryota;Alveolata;Dinoflagellata;Dinophyceae;Suessiales;Suessiaceae;Ansanella;Ansanella_granifera;
b2eb422f92d40790fd0fb145d83bc9c2	Eukaryota;Stramenopiles;Ochrophyta;Raphidophyceae;Raphidophyceae_X;Raphidophyceae_XX;Heterosigma;Heterosigma_akashiwo;
0ae04e507de2298e865a1a63a37fc5c5	Eukaryota;Alveolata;Dinoflagellata;Dinophyceae
833c6d2493707f632884b4bd5191763b	Eukaryota;Alveolata;Dinoflagellata;Dinophyceae
6350b31c44f1fb03d06b2d1097b013c1	Eukaryota;Alveolata;Ciliophora;Spirotrichea;Strombidiida;Strombidiidae;Strombidiidae_X;Strombidiidae_X_sp.;
a2f0ced8d58b2abf1474c7504130c9be	Eukaryota;Alveolata;Dinoflagellata;Syndiniales;Dino-Group-III;Dino-Group-III_X;Dino-Group-III_XX;Dino-Group-III_XX_sp.;
276099052cd67d7ebc1136c7e2c06b90	Eukaryota;Rhizaria;Cercozoa;Chlorarachniophyceae;Chlorarachnida;Chlorarachnida_X;Chlorarachnida_XX;Chlorarachnida_XX_sp.;
3139ca11b2b549f6646e941fd6ae9209	Eukaryota;Stramenopiles;Ochrophyta;Chrysophyceae;Chrysophyceae_X;Chrysophyceae_Clade-F;Chrysophyceae_Clade-F_X;Chrysophyceae_Clade-F_X_sp.;
a55b8af60a2fab7e5d1282e4a8babc9a	Eukaryota;Stramenopiles;Ochrophyta;Chrysophyceae;Chrysophyceae_X;Chrysophyceae_Clade-C;Chrysophyceae_Clade-C_X;Chrysophyceae_Clade-C_X_sp.;
3b8ac1293f687382cb03233881c4d08c	Eukaryota;Alveolata;Dinoflagellata;Dinophyceae;Peridiniales;Heterocapsaceae;Heterocapsa
57b367d86d20f3a79ed946aeea6eaf67	Eukaryota;Hacrobia;Haptophyta;Prymnesiophyceae;Prymnesiales;Chrysochromulinaceae;Chrysochromulina
95c71469632d07c91a636d1518fdc671	Eukaryota;Alveolata;Dinoflagellata;Dinophyceae;Gymnodiniales;Gymnodiniaceae;Akashiwo;Akashiwo_sanguinea;
41a882deafa06b497e971bdf2ae81dee	Eukaryota;Alveolata;Dinoflagellata;Dinophyceae
9470577b0c1ee8d94705be94f163d7bd	Eukaryota;Hacrobia;Haptophyta;Prymnesiophyceae;Prymnesiales;Chrysochromulinaceae;Chrysochromulina
76b028d7d47c6f0f5186ec828bdff9cc	Eukaryota;Rhizaria;Cercozoa;Chlorarachniophyceae;Chlorarachnida;Chlorarachnida_X
969d4e35dece89b1057817a883081cc2	Eukaryota;Hacrobia;Haptophyta;Prymnesiophyceae;Prymnesiales;Chrysochromulinaceae;Chrysochromulina;Chrysochromulina_sp.;
57f5f1e6fd1dd6c79980373992aa75cf	Eukaryota;Archaeplastida;Chlorophyta;Pyramimonadales;Pyramimonadales_X;Pyramimonadales_XX;Pyramimonas;Pyramimonas_australis;
112eb52759614f580dda6a93a82edd4b	Eukaryota;Stramenopiles;Ochrophyta;Bacillariophyta;Bacillariophyta_X;Radial-centric-basal-Coscinodiscophyceae;Guinardia;Guinardia_delicatula;
7390bda47f15c56a1628dfa3aacabc40	Eukaryota;Alveolata;Dinoflagellata;Dinophyceae;Peridiniales;Heterocapsaceae;Heterocapsa;Heterocapsa_sp.;
86055376ffb0f9806f85330452400dcf	Eukaryota;Rhizaria;Cercozoa;Filosa-Thecofilosea
8573913d5cf50da7f35e4aff44868282	Eukaryota;Alveolata;Dinoflagellata;Dinophyceae;Peridiniales;Heterocapsaceae;Heterocapsa;Heterocapsa_nei/rotundata;
6a3f65ff3dfdb801714ab79ff5b40b6c	Eukaryota;Alveolata;Dinoflagellata;Dinophyceae
f3733e97bf632f7a7de2e2fdeeb39951	Eukaryota;Archaeplastida;Chlorophyta;Mamiellophyceae;Mamiellales;Bathycoccaceae;Ostreococcus;Ostreococcus_lucimarinus;
cc9fb0d2a171d5e5c17216d9cf8b573a	Eukaryota
8d4b4ed68eb53969560bfe7ae0f61ced	Eukaryota;Stramenopiles;Ochrophyta;Chrysophyceae;Chrysophyceae_X;Chrysophyceae_Clade-H;Chrysophyceae_Clade-H_X;Chrysophyceae_Clade-H_X_sp.;
3e80906e6e29f0bbd67e5215b35c8f80	Eukaryota;Stramenopiles;Ochrophyta;Bacillariophyta;Bacillariophyta_X;Polar-centric-Mediophyceae;Chaetoceros;Chaetoceros_cinctus;
a2ea52878a162045b4cba148f060687a	Eukaryota;Hacrobia;Telonemia;Telonemia_X;Telonemia_XX;Telonemia-Group-2;Telonemia-Group-2_X;Telonemia-Group-2_X_sp.;
d55cc15d753c4a5d2c826b9268b2beeb	Eukaryota;Hacrobia;Haptophyta;Prymnesiophyceae;Prymnesiales;Prymnesiaceae;Prymnesium;Prymnesium_sp.;
c1fa51a0304c99ec5ff71b109920dc13	Eukaryota;Alveolata;Ciliophora;CONThreeP;CONThreeP_X;CONThreeP_XX;Askenasia;Askenasia_sp.;
7eb91773c8949929384bcc3506cb00ef	Eukaryota;Stramenopiles;Ochrophyta;Bacillariophyta;Bacillariophyta_X;Polar-centric-Mediophyceae;Thalassiosira;Thalassiosira_rotula;
c86386c032d26041df685f9f71b9d15e	Eukaryota;Alveolata;Ciliophora;Spirotrichea;Strombidiida;Tontoniidae_B;Pseudotontonia;Pseudotontonia_simplicidens;
127b8e6b173ba291c2314366e446b786	Eukaryota;Alveolata;Ciliophora;CONThreeP;CONThreeP_X;CONThreeP_XX;Askenasia;Askenasia_sp.;
9d9f6fbf448b0696f9d788ac9d4c5b8f	Eukaryota;Stramenopiles;Ochrophyta;Bacillariophyta;Bacillariophyta_X;Polar-centric-Mediophyceae;Chaetoceros;Chaetoceros_costatus;
ad65ebfc59e47d971d91410258a0fe8c	Eukaryota;Alveolata;Ciliophora;Litostomatea;Litostomatea_X;Litostomatea_XX;Litostomatea_XXX;Litostomatea_XXX_sp.;
d1ff6ff3f1d4844f041ffc85942c6f5f	Eukaryota;Alveolata;Ciliophora;Spirotrichea;Choreotrichida;Strobilidiidae_I;Pelagostrobilidium;Pelagostrobilidium_neptuni;
03f339320d391dd681f7093c665cee84	Eukaryota;Stramenopiles;Ochrophyta;Chrysophyceae;Chrysophyceae_X;Chrysophyceae_Clade-H;Chrysophyceae_Clade-H_X;Chrysophyceae_Clade-H_X_sp.;
d88ff3a0c82a03e714f1940d73cc678f	Eukaryota;Alveolata;Dinoflagellata;Dinophyceae;Gonyaulacales;Gonyaulacaceae;Lingulodinium;Lingulodinium_polyedra;
b2d02a873866ababb62da05bac456359	Eukaryota;Archaeplastida;Chlorophyta;Mamiellophyceae;Mamiellales;Bathycoccaceae;Bathycoccus;Bathycoccus_prasinos;
8afe59ff5ab960cfa245964d511cd19b	Eukaryota;Archaeplastida;Chlorophyta;Mamiellophyceae;Mamiellales;Mamiellaceae;Mamiella;Mamiella_gilva;
4862220dd57d1aec76408c74bcbaa771	Eukaryota;Stramenopiles;Ochrophyta;Dictyochophyceae;Dictyochophyceae_X;Dictyochales;Dictyocha
5ed02baffeb3867a9d62e33eb86dae02	Eukaryota;Stramenopiles;Ochrophyta;Chrysophyceae;Chrysophyceae_X;Chrysophyceae_Clade-F;Paraphysomonas;Paraphysomonas_imperforata;
f30cada29f8230e5180d4cdf1b115775	Eukaryota;Hacrobia;Haptophyta;Prymnesiophyceae;Prymnesiales;Chrysochromulinaceae;Chrysochromulina;Chrysochromulina_sp.;
80cbdc951fd17c39272afaebcd120ec0	Eukaryota;Hacrobia;Cryptophyta;Cryptophyceae;Cryptomonadales;Cryptomonadales_X
5f90aebc4c1f591c609a56758ec257cb	Eukaryota;Stramenopiles;Ochrophyta;Bacillariophyta;Bacillariophyta_X;Polar-centric-Mediophyceae;Minidiscus;Minidiscus_trioculatus;
e201f09fbda4d142a549e5687c2ce748	Eukaryota;Alveolata;Dinoflagellata;Dinophyceae
9b6606784f0ee92c7dcbc7d4315e92d5	Eukaryota;Stramenopiles;Ochrophyta;Dictyochophyceae;Dictyochophyceae_X;Florenciellales;Florenciellales_X;Florenciellales_X_sp.;
da64d6ee4ed5e4b0d5c3f70d33921c0c	Eukaryota;Stramenopiles;Ochrophyta;Chrysophyceae;Chrysophyceae_X;Chrysophyceae_Clade-H;Chrysophyceae_Clade-H_X;Chrysophyceae_Clade-H_X_sp.;
3ed5cca9884777da69251a86f679520a	Eukaryota;Stramenopiles;Ochrophyta;Dictyochophyceae;Dictyochophyceae_X;Dictyochales;Dictyocha
5078245dbee70cbb195fc8da64e2f60d	Eukaryota;Stramenopiles;Pseudofungi;MAST-2;MAST-2D;MAST-2D_X;MAST-2D_XX;MAST-2D_XX_sp.;
10733de9078e7bc1ed3f168a81282a66	Eukaryota;Hacrobia;Telonemia;Telonemia_X;Telonemia_XX;Telonemia-Group-2;Telonemia-Group-2_X;Telonemia-Group-2_X_sp.;
71c913a959a87212d629f342557c64ad	Eukaryota;Rhizaria;Cercozoa;Filosa-Thecofilosea;Cryomonadida;Protaspa-lineage;Protaspa-lineage_X;Protaspa-lineage_X_sp.;
77e33d3512a24b3c3eb153782832fd38	Eukaryota;Stramenopiles;Ochrophyta;Dictyochophyceae;Dictyochophyceae_X;Florenciellales
0f7adb0a9cd9d2cf2cc8377333c39329	Eukaryota;Hacrobia;Haptophyta;Prymnesiophyceae;Phaeocystales;Phaeocystaceae;Phaeocystis;Phaeocystis_globosa;
6cbe8104a5afb38dee8cce19f18e2b7f	Eukaryota
d826ba289d53afd66c569c91bb8eda11	Eukaryota;Hacrobia;Haptophyta;Prymnesiophyceae;Phaeocystales;Phaeocystaceae;Phaeocystis;Phaeocystis_globosa;
14e72bcf4af5b90ff0d0efb890a661b4	Eukaryota;Stramenopiles;Ochrophyta;MOCH-2;MOCH-2_X;MOCH-2_XX;MOCH-2_XXX;MOCH-2_XXX_sp.;
24e1e1da9ec27176f0f37b5ee3bc0606	Eukaryota;Alveolata;Dinoflagellata;Dinophyceae
d397dde07e33547479203b1138f60868	Eukaryota;Alveolata;Dinoflagellata;Dinophyceae;Peridiniales;Heterocapsaceae;Heterocapsa
b230168f67c8c33e57875726dab0259a	Eukaryota;Opisthokonta;Choanoflagellida;Choanoflagellatea;Acanthoecida;Stephanoecidae_Group_D;Stephanoecidae_Group_D_X;Stephanoecidae_Group_D_X_sp.;
f9db2bdb9ac7315f3b47e95ff9a98f4f	Eukaryota;Alveolata;Dinoflagellata;Dinophyceae;Peridiniales;Thoracosphaeraceae
ed8422b370449bf52d79cdfb76f91b5b	Eukaryota;Stramenopiles;Ochrophyta;Chrysophyceae;Chrysophyceae_X;Chrysophyceae_Clade-G;Chrysophyceae_Clade-G_X;Chrysophyceae_Clade-G_X_sp.;
47a6cedb8b8573e87914194d8ed426c8	Eukaryota;Rhizaria;Cercozoa;Filosa-Imbricatea;Filosa-Imbricatea_X;Novel-clade-2;Novel-clade-2_X;Novel-clade-2_X_sp.;
5426b469529964c6d331438dd870addd	Eukaryota;Alveolata;Dinoflagellata;Dinophyceae
826b5f8a824c1ec5eb08ff8ca820e822	Eukaryota;Stramenopiles;Ochrophyta;Chrysophyceae;Chrysophyceae_X;Chrysophyceae_Clade-C;Spumella;Spumella_elongata;
23d4a8172553695d8e4f3bb5416486c8	Eukaryota;Rhizaria;Cercozoa;Chlorarachniophyceae;Chlorarachnida;Minorisa-lineage;Minorisa;Minorisa_minuta;
45beeb656810d26bb132b160e74028fb	Eukaryota;Hacrobia;Haptophyta;Prymnesiophyceae;Prymnesiales;Prymnesiaceae;Haptolina
5d48a2eddbeda8f0a1d930c2d47e89e5	Eukaryota;Hacrobia;Haptophyta;Prymnesiophyceae;Prymnesiales;Chrysochromulinaceae;Chrysochromulina
775808e2df71eaff691f2276d6cd13af	Eukaryota
3f695e494ddef0f16284f9820327fa44	Eukaryota;Alveolata;Ciliophora;Spirotrichea;Choreotrichida;Strombidinopsidae;Strombidinopsis;Strombidinopsis_sp.;
048836469c9b2ec94da450723e07d201	Eukaryota;Stramenopiles;Ochrophyta;Dictyochophyceae;Dictyochophyceae_X;Florenciellales;Florenciellales_X;Florenciellales_X_sp.;
de6853dccc4561fb953ace2759228044	Eukaryota;Stramenopiles;Stramenopiles_X;Stramenopiles_X-Group-7;Stramenopiles_X-Group-7_X;Stramenopiles_X-Group-7_XX;Stramenopiles_X-Group-7_XXX;Stramenopiles_X-Group-7_XXX_sp.;
fd181f555bb111df349ea3819be23363	Eukaryota;Hacrobia;Haptophyta;Prymnesiophyceae;Prymnesiales;Chrysochromulinaceae;Chrysochromulina;Chrysochromulina_sp.;
393553e8b1f412fb9ab7dfde4272786b	Eukaryota;Hacrobia;Haptophyta;Prymnesiophyceae;Phaeocystales;Phaeocystaceae;Phaeocystis;Phaeocystis_cordata;
a4dea187f24031e46cea05075aafb443	Eukaryota;Alveolata;Dinoflagellata;Syndiniales;Dino-Group-II;Dino-Group-II-Clade-1;Dino-Group-II-Clade-1_X;Dino-Group-II-Clade-1_X_sp.;
94b1607254582c97e4f7f7bd74e44b2a	Eukaryota;Archaeplastida;Chlorophyta;Pyramimonadales;Pyramimonadales_X;Pyramimonadales_XX;Pyramimonas;Pyramimonas_sp.;
63a29d53d65b956e3d86002c66fefa82	Eukaryota;Hacrobia;Haptophyta;Prymnesiophyceae;Prymnesiales;Prymnesiaceae;Haptolina
d4065c0c5745a1b2d644b46ffeb35014	Eukaryota;Stramenopiles;Ochrophyta;Chrysophyceae;Chrysophyceae_X;Chrysophyceae_Clade-H;Chrysophyceae_Clade-H_X;Chrysophyceae_Clade-H_X_sp.;
bc38cf8347113c12d4b27fc9db947518	Eukaryota;Archaeplastida;Chlorophyta;Ulvophyceae;Oltmansiellopsidales;Oltmansiellopsidales_X;Oltmannsiellopsis
03a3d404e15b84f0b255c00865a6d3dc	Eukaryota;Rhizaria;Cercozoa;Chlorarachniophyceae;Chlorarachnida;Chlorarachnida_X;Norrisiella
e14312f094348cd3696d0741cb431717	Eukaryota;Stramenopiles;Ochrophyta;Chrysophyceae;Chrysophyceae_X;Chrysophyceae_Clade-C;Chrysophyceae_Clade-C_X;Chrysophyceae_Clade-C_X_sp.;
22a54bd6cc2d6b0a7adb02d970fcde47	Eukaryota;Alveolata;Dinoflagellata;Dinophyceae;Prorocentrales;Prorocentraceae;Prorocentrum;Prorocentrum_sp.;
3825982bd7feddc1701545fe34753d2e	Eukaryota;Alveolata;Dinoflagellata;Dinophyceae;Peridiniales;Thoracosphaeraceae
